chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_015948.1,WP_004592822.1,HAH_RS07095,HAH_1460,1035,1395916,1396950,-,protein_coding,phosphate uptake regulator PhoU
NC_015948.1,WP_014040301.1,HAH_RS07100,HAH_1461,1071,1397057,1398127,-,protein_coding,ATP-NAD kinase family protein
NC_015948.1,WP_008309260.1,HAH_RS07105,HAH_1462,696,1398324,1399019,-,protein_coding,molybdopterin-binding protein
NC_015948.1,NA,HAH_RS07110,HAH_1463,75,1399100,1399174,-,tRNA,tRNA-Glu
NC_015948.1,WP_014040302.1,HAH_RS07115,HAH_1464,1212,1399315,1400526,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040303.1,HAH_RS07120,HAH_1465,1116,1400846,1401961,+,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014040304.1,HAH_RS07125,HAH_1466,1284,1401958,1403241,+,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014040305.1,HAH_RS07130,HAH_1467,831,1403234,1404064,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040306.1,HAH_RS07135,HAH_1468,756,1404061,1404816,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_174878665.1,HAH_RS07140,HAH_1469,1293,1404841,1406133,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_008309249.1,HAH_RS07145,HAH_1470,612,1406397,1407008,-,protein_coding,superoxide dismutase
NC_015948.1,WP_014040308.1,HAH_RS07150,HAH_1471,1398,1407191,1408588,-,protein_coding,DNA photolyase family protein
NC_015948.1,WP_014040309.1,HAH_RS07155,HAH_1472,858,1408632,1409489,+,protein_coding,enoyl-CoA hydratase-related protein
NC_015948.1,WP_014040310.1,HAH_RS07160,HAH_1473,519,1409639,1410157,+,protein_coding,Lrp/AsnC family transcriptional regulator
NC_015948.1,WP_004517945.1,HAH_RS07165,HAH_1474,282,1410238,1410519,-,protein_coding,UPF0058 family protein
NC_015948.1,WP_004517946.1,HAH_RS07170,HAH_1475,216,1410591,1410806,-,protein_coding,ribbon-helix-helix domain-containing protein
NC_015948.1,WP_014040312.1,HAH_RS07175,HAH_1476,1338,1411074,1412411,+,protein_coding,isochorismate synthase
NC_015948.1,WP_014040313.1,HAH_RS07180,HAH_1477,1779,1412408,1414186,+,protein_coding,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
NC_015948.1,WP_014040314.1,HAH_RS07185,HAH_1478,954,1414191,1415144,-,protein_coding,DnaJ domain-containing protein
NC_015948.1,WP_044951827.1,HAH_RS07190,HAH_1479,315,1415203,1415517,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040316.1,HAH_RS07195,HAH_1480,954,1415613,1416566,+,protein_coding,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
NC_015948.1,WP_004517952.1,HAH_RS07200,HAH_1481,351,1416588,1416938,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040317.1,HAH_RS07205,HAH_1482,738,1416966,1417703,-,protein_coding,NRDE family protein
NC_015948.1,WP_014040318.1,HAH_RS07210,HAH_1483,1524,1417758,1419281,-,protein_coding,AMP-binding protein
NC_015948.1,WP_014040319.1,HAH_RS07215,HAH_1484,1047,1419274,1420320,-,protein_coding,o-succinylbenzoate synthase
NC_015948.1,WP_014040320.1,HAH_RS07220,HAH_1485,960,1420317,1421276,-,protein_coding,"1,4-dihydroxy-2-naphthoate polyprenyltransferase"
NC_015948.1,WP_014040321.1,HAH_RS07225,HAH_1486,1620,1421411,1423030,+,protein_coding,long-chain-fatty-acid--CoA ligase
NC_015948.1,WP_014040322.1,HAH_RS07230,HAH_1487,2247,1423189,1425435,+,protein_coding,PAS domain S-box protein
NC_015948.1,WP_014040323.1,HAH_RS07235,HAH_1488,435,1425586,1426020,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040324.1,HAH_RS07240,HAH_1489,303,1426246,1426548,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843257.1,HAH_RS07245,HAH_1490,1017,1426541,1427557,-,protein_coding,PGF-CTERM sorting domain-containing protein
NC_015948.1,WP_079891612.1,HAH_RS07250,HAH_1492,783,1427635,1428417,-,protein_coding,DUF2797 domain-containing protein
NC_015948.1,WP_023843259.1,HAH_RS07255,HAH_1491,456,1428466,1428921,+,protein_coding,YbhB/YbcL family Raf kinase inhibitor-like protein
NC_015948.1,WP_014040328.1,HAH_RS07260,HAH_1493,927,1428930,1429856,-,protein_coding,"NAD-dependent epimerase/dehydratase family protein"
NC_015948.1,WP_014040329.1,HAH_RS07265,HAH_1494,663,1429974,1430636,+,protein_coding,thioredoxin domain-containing protein
NC_015948.1,WP_014040330.1,HAH_RS07270,HAH_1495,540,1430633,1431172,+,protein_coding,tRNA (cytidine(56)-2'-O)-methyltransferase
NC_015948.1,WP_044951828.1,HAH_RS07275,HAH_1496,1353,1431231,1432583,+,protein_coding,sulfatase
NC_015948.1,WP_014040332.1,HAH_RS07280,HAH_1497,558,1432580,1433137,+,protein_coding,dihydrofolate reductase
NC_015948.1,WP_014040333.1,HAH_RS07285,HAH_1498,252,1433234,1433485,+,protein_coding,hypothetical protein
NC_015948.1,WP_004592762.1,HAH_RS07290,HAH_1499,531,1433677,1434207,+,protein_coding,transcription factor E
NC_015948.1,WP_014040334.1,HAH_RS07295,HAH_1500,675,1434207,1434881,+,protein_coding,DUF2110 family protein
NC_015948.1,WP_014040335.1,HAH_RS07300,HAH_1501,783,1434892,1435674,+,protein_coding,DUF5803 family protein
NC_015948.1,WP_014040336.1,HAH_RS07305,HAH_1502,840,1435756,1436595,+,protein_coding,NOP58 family protein
NC_015948.1,WP_014040337.1,HAH_RS07310,HAH_1503,633,1436592,1437224,+,protein_coding,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
NC_015948.1,WP_014040338.1,HAH_RS07315,HAH_1504,1080,1437332,1438411,+,protein_coding,glutamate--cysteine ligase
NC_015948.1,WP_014040339.1,HAH_RS07320,HAH_1505,567,1438524,1439090,+,protein_coding,winged helix-turn-helix domain-containing protein
NC_015948.1,WP_014040340.1,HAH_RS07325,HAH_1506,489,1439161,1439649,+,protein_coding,phosphopantetheine adenylyltransferase
NC_015948.1,WP_014040341.1,HAH_RS07330,HAH_1507,309,1439650,1439958,-,protein_coding,cyclin
NC_015948.1,NA,HAH_RS07335,HAH_1508,85,1440045,1440129,+,tRNA,tRNA-Leu
NC_015948.1,WP_014040342.1,HAH_RS07340,HAH_1509,228,1440338,1440565,+,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS07345,HAH_1510,85,1440831,1440915,-,tRNA,tRNA-Leu
NC_015948.1,WP_014040343.1,HAH_RS07350,HAH_1511,504,1441047,1441550,+,protein_coding,multiprotein-bridging factor 1 family protein
NC_015948.1,WP_014040344.1,HAH_RS07355,HAH_1512,1128,1441588,1442715,+,protein_coding,acyl-CoA dehydrogenase family protein
NC_015948.1,WP_014040345.1,HAH_RS07360,HAH_1513,543,1442764,1443306,+,protein_coding,HAD family hydrolase
NC_015948.1,WP_005534398.1,HAH_RS07365,HAH_1514,228,1443285,1443512,-,protein_coding,DUF5822 domain-containing protein
NC_015948.1,WP_014040346.1,HAH_RS07370,HAH_1515,810,1443610,1444419,+,protein_coding,3-methyl-2-oxobutanoate hydroxymethyltransferase
NC_015948.1,WP_014040347.1,HAH_RS07375,HAH_1516,723,1444447,1445169,-,protein_coding,cytochrome c oxidase subunit II
NC_015948.1,WP_014040348.1,HAH_RS07380,HAH_1517,2283,1445347,1447629,+,protein_coding,cbb3-type cytochrome c oxidase subunit I
NC_015948.1,WP_014040349.1,HAH_RS07385,HAH_1518,525,1447633,1448157,+,protein_coding,hypothetical protein
NC_015948.1,WP_044951831.1,HAH_RS07390,HAH_1519,816,1448180,1448995,-,protein_coding,heme-copper oxidase subunit III
NC_015948.1,WP_014040351.1,HAH_RS07395,HAH_1520,1116,1449101,1450216,+,protein_coding,biotin synthase BioB
NC_015948.1,WP_014040352.1,HAH_RS07400,HAH_1521,1104,1450219,1451322,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040353.1,HAH_RS07405,HAH_1522,1203,1451344,1452546,+,protein_coding,8-amino-7-oxononanoate synthase
NC_015948.1,WP_014040354.1,HAH_RS07410,HAH_1523,735,1452543,1453277,+,protein_coding,dethiobiotin synthase
NC_015948.1,WP_014040355.1,HAH_RS07415,HAH_1524,1077,1453476,1454552,-,protein_coding,phosphotransacetylase family protein
NC_015948.1,WP_014040356.1,HAH_RS07420,HAH_1525,2106,1454549,1456654,-,protein_coding,acetate--CoA ligase
NC_015948.1,WP_014040357.1,HAH_RS07425,HAH_1526,390,1456788,1457177,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040358.1,HAH_RS07430,HAH_1527,534,1457355,1457888,+,protein_coding,DNA starvation/stationary phase protection protein
NC_015948.1,WP_004961340.1,HAH_RS19915,HAH_1528,150,1458024,1458173,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040359.1,HAH_RS07435,HAH_1529,585,1458322,1458906,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040360.1,HAH_RS07440,HAH_1530,480,1458986,1459465,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040361.1,HAH_RS19470,HAH_1531,141,1459525,1459665,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843261.1,HAH_RS07445,HAH_1532,381,1459666,1460046,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040363.1,HAH_RS07450,HAH_1533,1152,1460043,1461194,-,protein_coding,3-ketoacyl-CoA thiolase
NC_015948.1,WP_014040364.1,HAH_RS07455,HAH_1534,828,1461259,1462086,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040365.1,HAH_RS07460,HAH_1535,1155,1462093,1463247,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_008309156.1,HAH_RS07465,HAH_1536,186,1463391,1463576,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040366.1,HAH_RS07470,HAH_1537,312,1463573,1463884,-,protein_coding,hypothetical protein
NC_015948.1,WP_004961318.1,HAH_RS07475,HAH_1538,1584,1463886,1465469,-,protein_coding,acyl-CoA carboxylase subunit beta
NC_015948.1,WP_014040367.1,HAH_RS07480,HAH_1539,744,1465471,1466214,-,protein_coding,beta-ketoacyl-ACP reductase
NC_015948.1,WP_014040368.1,HAH_RS07485,HAH_1540,1164,1466433,1467596,+,protein_coding,hypothetical protein
NC_015948.1,WP_044952220.1,HAH_RS07490,HAH_1541,1185,1467652,1468836,+,protein_coding,extracellular solute-binding protein
NC_015948.1,WP_014040370.1,HAH_RS07495,HAH_1542,1623,1468838,1470460,+,protein_coding,iron ABC transporter permease
NC_015948.1,WP_014040371.1,HAH_RS07500,HAH_1543,1131,1470460,1471590,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_023843262.1,HAH_RS07505,HAH_1544,2007,1471587,1473593,+,protein_coding,glycosyltransferase family 39 protein
NC_015948.1,WP_014040373.1,HAH_RS07510,HAH_1545,585,1473603,1474187,+,protein_coding,gluconate 2-dehydrogenase subunit 3 family protein
NC_015948.1,WP_014040374.1,HAH_RS07515,HAH_1546,714,1474220,1474933,-,protein_coding,glycosyltransferase family 2 protein
NC_015948.1,WP_014040375.1,HAH_RS07520,HAH_1547,777,1474983,1475759,-,protein_coding,DUF1724 domain-containing protein
NC_015948.1,WP_014040376.1,HAH_RS07525,HAH_1548,1053,1476187,1477239,-,protein_coding,TrmB family transcriptional regulator
NC_015948.1,WP_023843263.1,HAH_RS07530,HAH_1549,1377,1477419,1478795,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_014040378.1,HAH_RS07535,HAH_1550,1065,1479070,1480134,-,protein_coding,glucose 1-dehydrogenase
NC_015948.1,WP_044951836.1,HAH_RS07540,HAH_1551,1077,1480175,1481251,-,protein_coding,Gfo/Idh/MocA family oxidoreductase
NC_015948.1,WP_014040380.1,HAH_RS07545,HAH_1552,204,1481281,1481484,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040381.1,HAH_RS07550,HAH_1553,1197,1481486,1482682,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040382.1,HAH_RS07555,HAH_1554,1002,1482687,1483688,-,protein_coding,carbohydrate ABC transporter permease
NC_015948.1,WP_014040383.1,HAH_RS07560,HAH_1555,981,1483690,1484670,-,protein_coding,sugar ABC transporter permease
NC_015948.1,WP_014040384.1,HAH_RS07565,HAH_1556,1533,1484749,1486281,-,protein_coding,extracellular solute-binding protein
NC_015948.1,WP_014040385.1,HAH_RS07570,HAH_1557,1077,1486515,1487591,-,protein_coding,TrmB family transcriptional regulator
NC_015948.1,WP_014040386.1,HAH_RS07575,HAH_1558,990,1487653,1488642,-,protein_coding,aldo/keto reductase
NC_015948.1,WP_023843264.1,HAH_RS07580,HAH_1559,876,1488702,1489577,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040388.1,HAH_RS07585,HAH_1560,639,1489912,1490550,+,protein_coding,orotate phosphoribosyltransferase-like protein
NC_015948.1,WP_008309112.1,HAH_RS07590,HAH_1561,198,1490666,1490863,+,protein_coding,DUF5800 family protein
NC_015948.1,WP_014040389.1,HAH_RS07595,HAH_1562,1167,1491020,1492186,+,protein_coding,thiolase domain-containing protein
NC_015948.1,WP_014040390.1,HAH_RS07600,HAH_1563,387,1492183,1492569,+,protein_coding,OB-fold domain-containing protein
NC_015948.1,WP_014040391.1,HAH_RS07605,HAH_1564,942,1492573,1493514,-,protein_coding,alpha/beta hydrolase
NC_015948.1,WP_014040392.1,HAH_RS07610,HAH_1565,1059,1493615,1494673,-,protein_coding,methylmalonyl Co-A mutase-associated GTPase MeaB
NC_015948.1,WP_014040393.1,HAH_RS07615,HAH_1566,423,1494670,1495092,-,protein_coding,cobalamin B12-binding domain-containing protein
NC_015948.1,WP_014040394.1,HAH_RS07620,HAH_1567,675,1495271,1495945,+,protein_coding,glycosyltransferase family 2 protein
NC_015948.1,WP_014040395.1,HAH_RS07625,HAH_1568,387,1495948,1496334,+,protein_coding,DUF2304 domain-containing protein
NC_015948.1,WP_014040396.1,HAH_RS07630,HAH_1569,858,1496327,1497184,+,protein_coding,polysaccharide deacetylase family protein
NC_015948.1,WP_014040397.1,HAH_RS07635,HAH_1570,1023,1497181,1498203,+,protein_coding,flippase-like domain-containing protein
NC_015948.1,WP_014040398.1,HAH_RS07640,HAH_1571,1788,1498240,1500027,-,protein_coding,glycosyltransferase family 39 protein
NC_015948.1,WP_014040399.1,HAH_RS07645,HAH_1572,687,1500070,1500756,-,protein_coding,glycosyltransferase
NC_015948.1,WP_079891635.1,HAH_RS07650,HAH_1573,1350,1500827,1502176,-,protein_coding,MFS transporter
NC_015948.1,WP_004518043.1,HAH_RS07655,HAH_1574,228,1502251,1502478,+,protein_coding,ribbon-helix-helix domain-containing protein
NC_015948.1,WP_014040402.1,HAH_RS07660,HAH_1575,336,1502475,1502810,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040403.1,HAH_RS07665,HAH_1576,546,1502851,1503396,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040404.1,HAH_RS07670,HAH_1577,2241,1503613,1505853,+,protein_coding,DUF4129 domain-containing protein
NC_015948.1,WP_014040405.1,HAH_RS07675,HAH_1578,939,1505850,1506788,+,protein_coding,hypothetical protein
NC_015948.1,WP_044951839.1,HAH_RS07680,HAH_1579,1332,1506788,1508119,+,protein_coding,DUF58 domain-containing protein
NC_015948.1,WP_014040407.1,HAH_RS07685,HAH_1580,1428,1508120,1509547,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843267.1,HAH_RS07690,HAH_1581,1209,1509656,1510864,+,protein_coding,MoxR family ATPase
NC_015948.1,WP_014040409.1,HAH_RS07695,HAH_1582,396,1510916,1511311,+,protein_coding,DUF2237 domain-containing protein
NC_015948.1,WP_014040410.1,HAH_RS07700,HAH_1583,2688,1511381,1514068,+,protein_coding,AAA domain-containing protein
NC_015948.1,WP_014040411.1,HAH_RS07705,HAH_1584,1686,1514069,1515754,-,protein_coding,PH domain-containing protein
NC_015948.1,WP_004961231.1,HAH_RS07710,HAH_1585,462,1515751,1516212,-,protein_coding,PH domain-containing protein
NC_015948.1,WP_014040412.1,HAH_RS07715,HAH_1586,327,1516362,1516688,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040413.1,HAH_RS07720,HAH_1587,2751,1516752,1519502,-,protein_coding,ATP-dependent helicase
NC_015948.1,WP_014040414.1,HAH_RS07725,HAH_1588,873,1519600,1520472,+,protein_coding,dihydrodipicolinate synthase family protein
NC_015948.1,WP_014040415.1,HAH_RS07730,HAH_1589,825,1520619,1521443,+,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_014040416.1,HAH_RS07735,HAH_1590,615,1521467,1522081,-,protein_coding,class I SAM-dependent methyltransferase
NC_015948.1,WP_023843268.1,HAH_RS07740,HAH_1591,759,1522355,1523113,+,protein_coding,MBL fold metallo-hydrolase
NC_015948.1,WP_044951842.1,HAH_RS07745,HAH_1592,1158,1523110,1524267,-,protein_coding,ATP-binding protein
NC_015948.1,WP_014040419.1,HAH_RS07750,HAH_1593,663,1524480,1525142,-,protein_coding,HAD family hydrolase
NC_015948.1,WP_014040420.1,HAH_RS07755,HAH_1594,783,1525271,1526053,+,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_014040421.1,HAH_RS07760,HAH_1595,1068,1526376,1527443,-,protein_coding,mRNA surveillance protein pelota
NC_015948.1,WP_044951844.1,HAH_RS07765,HAH_1596,699,1527520,1528218,-,protein_coding,DUF4013 domain-containing protein
NC_015948.1,WP_014040423.1,HAH_RS07770,HAH_1597,1032,1528367,1529398,-,protein_coding,AIR synthase family protein
NC_015948.1,WP_014040424.1,HAH_RS07775,HAH_1598,2154,1529444,1531597,-,protein_coding,NFACT family protein
NC_015948.1,WP_014040425.1,HAH_RS07780,HAH_1599,1035,1531634,1532668,-,protein_coding,FAD-dependent oxidoreductase
NC_015948.1,WP_014040426.1,HAH_RS07785,HAH_1600,1476,1532740,1534215,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843270.1,HAH_RS07790,HAH_1601,3483,1534330,1537812,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040428.1,HAH_RS07795,HAH_1602,1656,1538192,1539847,-,protein_coding,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3
NC_015948.1,WP_014040430.1,HAH_RS07800,HAH_1604,1893,1540238,1542130,+,protein_coding,methyl-accepting chemotaxis protein
NC_015948.1,WP_014040431.1,HAH_RS07805,HAH_1605,489,1542135,1542623,-,protein_coding,cupin domain-containing protein
NC_015948.1,WP_014040432.1,HAH_RS07810,HAH_1606,2199,1542664,1544862,-,protein_coding,OB-fold nucleic acid binding domain-containing protein
NC_015948.1,WP_004592637.1,HAH_RS07815,HAH_1607,264,1544927,1545190,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843271.1,HAH_RS07820,HAH_1608,648,1545217,1545864,-,protein_coding,YIP1 family protein
NC_015948.1,WP_014040434.1,HAH_RS07825,HAH_1609,579,1545952,1546530,-,protein_coding,"NAD(P)H-dependent oxidoreductase"
NC_015948.1,WP_162470422.1,HAH_RS19765,HAH_1610,162,1546640,1546801,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040435.1,HAH_RS07830,HAH_1611,447,1546936,1547382,-,protein_coding,methylaspartate mutase subunit S
NC_015948.1,WP_014040436.1,HAH_RS07835,HAH_1612,540,1547631,1548170,+,protein_coding,GNAT family N-acetyltransferase
NC_015948.1,WP_014040437.1,HAH_RS07840,HAH_1613,1008,1548192,1549199,-,protein_coding,sodium:calcium antiporter
NC_015948.1,WP_044952223.1,HAH_RS07845,HAH_1614,936,1549247,1550182,-,protein_coding,A/G-specific adenine glycosylase
NC_015948.1,WP_014040439.1,HAH_RS07850,HAH_1615,1860,1550309,1552168,-,protein_coding,HAMP domain-containing histidine kinase
NC_015948.1,WP_014040440.1,HAH_RS07855,HAH_1616,327,1552327,1552653,+,protein_coding,hypothetical protein
NC_015948.1,WP_233425833.1,HAH_RS07860,HAH_1617,1275,1552650,1553924,-,protein_coding,DUF4010 domain-containing protein
NC_015948.1,WP_079891613.1,HAH_RS07865,HAH_1618,2055,1554384,1556438,+,protein_coding,PAS domain S-box protein
NC_015948.1,WP_004518082.1,HAH_RS07870,HAH_1619,276,1556558,1556833,-,protein_coding,PadR family transcriptional regulator
NC_015948.1,WP_004961170.1,HAH_RS19920,HAH_1620,147,1557562,1557708,-,protein_coding,hypothetical protein
NC_015948.1,WP_004961169.1,HAH_RS07875,HAH_1621,720,1557768,1558487,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040443.1,HAH_RS07880,HAH_1622,483,1558491,1558973,-,protein_coding,NUDIX hydrolase
NC_015948.1,WP_014040444.1,HAH_RS07885,HAH_1623,894,1558974,1559867,-,protein_coding,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
NC_015948.1,WP_023843272.1,HAH_RS07890,HAH_1624,591,1559943,1560533,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040446.1,HAH_RS07895,HAH_1625,1248,1560617,1561864,-,protein_coding,serine hydroxymethyltransferase
NC_015948.1,WP_014040447.1,HAH_RS07900,HAH_1626,2088,1562018,1564105,+,protein_coding,hypothetical protein
NC_015948.1,WP_008309020.1,HAH_RS07905,HAH_1627,819,1564477,1565295,+,protein_coding,DUF5821 family protein
NC_015948.1,WP_014040449.1,HAH_RS07910,HAH_1628,1710,1565327,1567036,+,protein_coding,YcaO-like family protein
NC_015948.1,WP_014040450.1,HAH_RS07915,HAH_1629,1149,1567079,1568227,-,protein_coding,DUF63 family protein
NC_015948.1,WP_014040451.1,HAH_RS07920,HAH_1630,840,1568330,1569169,-,protein_coding,inositol monophosphatase
NC_015948.1,WP_004518094.1,HAH_RS07925,HAH_1631,201,1569242,1569442,-,protein_coding,hypothetical protein
NC_015948.1,WP_144443754.1,HAH_RS19480,NA,180,1569562,1569741,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040453.1,HAH_RS07930,HAH_1633,1215,1570337,1571551,+,protein_coding,glycosyltransferase family 2 protein
